name,type_label,description,lat,lng,origin,external_id,status
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1902041587,16.3322315096,verified,vienna:2255287,verified
Trinkbrunnen,drinking_fountain,,48.1895367409,16.3393995418,verified,vienna:2255288,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1995734042,16.3730094934,verified,vienna:2255290,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1708087845,16.3783206026,verified,vienna:2255291,verified
Trinkbrunnen,drinking_fountain,,48.1670832096,16.3846761943,verified,vienna:2255292,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.194763536,16.34856492,verified,vienna:2255293,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1946666414,16.348784216,verified,vienna:2255294,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1911505876,16.3987811046,verified,vienna:2255295,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1873482517,16.3861605338,verified,vienna:2255296,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2080194651,16.3961620675,verified,vienna:2255297,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2049347329,16.3968352169,verified,vienna:2255298,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1992292073,16.4079413578,verified,vienna:2255299,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2205409889,16.4001684055,verified,vienna:2255300,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2214576455,16.3539908439,verified,vienna:2255303,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2462075533,16.4790663023,verified,vienna:2255304,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1916630747,16.3653681763,verified,vienna:2255305,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1899908732,16.3615497077,verified,vienna:2255306,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1812992327,16.355271182,verified,vienna:2255307,verified
Trinkbrunnen,drinking_fountain,,48.1846466847,16.3628553884,verified,vienna:2255308,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1877343398,16.3351665776,verified,vienna:2255309,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1864742745,16.333622291,verified,vienna:2255310,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1878857341,16.3423735437,verified,vienna:2255311,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1807000527,16.3489196688,verified,vienna:2255312,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2060978498,16.3546822691,verified,vienna:2255313,verified
Trinkbrunnen,drinking_fountain,,48.203704915,16.3557309798,verified,vienna:2255314,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.189270701,16.332717455,verified,vienna:2255315,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1719663046,16.410472385,verified,vienna:2255316,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1571623608,16.462224693,verified,vienna:2255317,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1819999739,16.4129309714,verified,vienna:2255318,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1812987145,16.4107888123,verified,vienna:2255319,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2338940724,16.3870367641,verified,vienna:2255321,verified
Trinkbrunnen,drinking_fountain,,48.1611841825,16.4432097035,verified,vienna:2255322,verified
Trinkbrunnen,drinking_fountain,,48.161396656,16.4420501019,verified,vienna:2255323,verified
Trinkbrunnen,drinking_fountain,,48.1800876593,16.2894442076,verified,vienna:2255324,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1814732605,16.4129331283,verified,vienna:2255326,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2101162225,16.3274722567,verified,vienna:2255327,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1997207034,16.382649884,verified,vienna:2255328,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2060529812,16.3875124015,verified,vienna:2255329,verified
Trinkbrunnen,drinking_fountain,,48.2045313109,16.3907272515,verified,vienna:2255330,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2017667449,16.3932482421,verified,vienna:2255331,verified
Trinkbrunnen,drinking_fountain,,48.1942323145,16.3990412236,verified,vienna:2255332,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1930227289,16.3678946733,verified,vienna:2255333,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1936691445,16.3689131228,verified,vienna:2255334,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.2028452972,16.2486337627,verified,vienna:2255335,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1862099157,16.3679135214,verified,vienna:2255336,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1869874992,16.3677021285,verified,vienna:2255337,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1896951976,16.3632960258,verified,vienna:2255338,verified
Trinkbrunnen,drinking_fountain,,48.2522220267,16.3620327366,verified,vienna:2255339,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.202495971,16.2561473394,verified,vienna:2255340,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1745944207,16.3611733453,verified,vienna:2255341,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1990599757,16.370460415,verified,vienna:2255342,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1879422429,16.3445749556,verified,vienna:2255343,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1865807825,16.3601357858,verified,vienna:2255344,verified
Trinkbrunnen,drinking_fountain,,48.1936963887,16.3436974235,verified,vienna:2255345,verified
Trinkbrunnen,drinking_fountain,,48.193823918,16.3439305962,verified,vienna:2255346,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1934736887,16.3420976824,verified,vienna:2255347,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1941108728,16.3423966185,verified,vienna:2255348,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1717340636,16.3941537399,verified,vienna:2255350,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1674436696,16.4178093524,verified,vienna:2255351,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.192425063,16.3022801102,verified,vienna:2255352,verified
Trinkbrunnen,drinking_fountain,,48.1721438007,16.3863879799,verified,vienna:2255353,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1759373177,16.3844127691,verified,vienna:2255354,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1766314432,16.3794734472,verified,vienna:2255355,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1784511869,16.3753564739,verified,vienna:2255356,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1804773814,16.4171788936,verified,vienna:2255357,verified
Trinkbrunnen,drinking_fountain,,48.1810281779,16.4152742585,verified,vienna:2255358,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1739856957,16.3776800494,verified,vienna:2255359,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1737478872,16.3790372262,verified,vienna:2255360,verified
Trinkbrunnen,drinking_fountain,,48.1643201349,16.3817032343,verified,vienna:2255362,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1656320553,16.3795915132,verified,vienna:2255363,verified
Trinkbrunnen,drinking_fountain,,48.1768307884,16.3601828195,verified,vienna:2255364,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1601457574,16.471808586,verified,vienna:2255366,verified
Trinkbrunnen,drinking_fountain,,48.1656045451,16.351694947,verified,vienna:2255367,verified
Trinkbrunnen,drinking_fountain,,48.1658443779,16.3519792013,verified,vienna:2255368,verified
Trinkbrunnen,drinking_fountain,,48.1700955099,16.3734152926,verified,vienna:2255369,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1664382122,16.3676001244,verified,vienna:2255370,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1781046615,16.3687244704,verified,vienna:2255371,verified
Trinkbrunnen mit Tränke,drinking_fountain_with_trough,,48.1533690325,16.3516386923,verified,vienna:2255372,verified
Trinkbrunnen,drinking_fountain,,48.1620391305,16.5123768584,verified,vienna:2254401,verified
Trinkbrunnen,drinking_fountain,,48.1649448564,16.5060786685,verified,vienna:2254402,verified
Trinkbrunnen,drinking_fountain,,48.1895025905,16.4662340555,verified,vienna:2254403,verified
Trinkbrunnen,drinking_fountain,,48.1918336813,16.4643070509,verified,vienna:2254404,verified
Trinkbrunnen,drinking_fountain,,48.2133175537,16.4326154272,verified,vienna:2254405,verified
Trinkbrunnen,drinking_fountain,,48.219760074,16.4212300488,verified,vienna:2254406,verified
Trinkbrunnen,drinking_fountain,,48.2282219068,16.409347259,verified,vienna:2254407,verified
Trinkbrunnen,drinking_fountain,,48.2338546886,16.4022128543,verified,vienna:2254408,verified
Trinkbrunnen,drinking_fountain,,48.2382904624,16.3972558346,verified,vienna:2254409,verified
Trinkbrunnen,drinking_fountain,,48.2400436164,16.394527116,verified,vienna:2254410,verified
Trinkbrunnen,drinking_fountain,,48.2413534473,16.3934168877,verified,vienna:2254411,verified
Trinkbrunnen,drinking_fountain,,48.247263586,16.3883223891,verified,vienna:2254412,verified
Trinkbrunnen,drinking_fountain,,48.2472621932,16.3895923761,verified,vienna:2254413,verified
Trinkbrunnen,drinking_fountain,,48.2432404842,16.3910487187,verified,vienna:2254414,verified
Trinkbrunnen,drinking_fountain,,48.2432219465,16.3931223585,verified,vienna:2254415,verified
Trinkbrunnen,drinking_fountain,,48.2452711315,16.3912443173,verified,vienna:2254416,verified
Trinkbrunnen,drinking_fountain,,48.2498678853,16.3865738688,verified,vienna:2254417,verified
Trinkbrunnen,drinking_fountain,,48.2519535501,16.3829621265,verified,vienna:2254418,verified
Trinkbrunnen,drinking_fountain,,48.297745489,16.3471319686,verified,vienna:2254419,verified
Trinkbrunnen,drinking_fountain,,48.2254090269,16.418675921,verified,vienna:2254420,verified
Trinkbrunnen,drinking_fountain,,48.2001281206,16.4564087787,verified,vienna:2254421,verified
Trinkbrunnen,drinking_fountain,,48.1667036104,16.5084238626,verified,vienna:2254422,verified
Trinkbrunnen,drinking_fountain,,48.2025612506,16.4528150234,verified,vienna:2254423,verified
Trinkbrunnen,drinking_fountain,,48.2055099425,16.448398934,verified,vienna:2254424,verified
Trinkbrunnen,drinking_fountain,,48.1688517921,16.5048734116,verified,vienna:2254425,verified
Trinkbrunnen,drinking_fountain,,48.1723849191,16.4991193988,verified,vienna:2254426,verified
Trinkbrunnen,drinking_fountain,,48.1757625943,16.4937491349,verified,vienna:2254427,verified
Trinkbrunnen,drinking_fountain,,48.1774939117,16.4908142281,verified,vienna:2254428,verified
Trinkbrunnen,drinking_fountain,,48.1830085874,16.4822980967,verified,vienna:2254429,verified
Trinkbrunnen,drinking_fountain,,48.1885208767,16.4738403069,verified,vienna:2254430,verified
Trinkbrunnen,drinking_fountain,,48.1909689093,16.4701199824,verified,vienna:2254431,verified
Trinkbrunnen,drinking_fountain,,48.1955996787,16.4630760725,verified,vienna:2254432,verified
Trinkbrunnen,drinking_fountain,,48.2118340183,16.4388033273,verified,vienna:2254433,verified
Trinkbrunnen,drinking_fountain,,48.2231348625,16.4221890954,verified,vienna:2254434,verified
Trinkbrunnen,drinking_fountain,,48.2341505759,16.4077602345,verified,vienna:2254435,verified
Trinkbrunnen,drinking_fountain,,48.2390377088,16.4024593236,verified,vienna:2254436,verified
Trinkbrunnen,drinking_fountain,,48.2367992644,16.4044777582,verified,vienna:2254437,verified
Trinkbrunnen,drinking_fountain,,48.2416111846,16.3986849642,verified,vienna:2254438,verified
Trinkbrunnen,drinking_fountain,,48.2454832477,16.3957265845,verified,vienna:2254439,verified
Trinkbrunnen,drinking_fountain,,48.247016449,16.3937960375,verified,vienna:2254440,verified
Trinkbrunnen,drinking_fountain,,48.2677795729,16.3754574155,verified,vienna:2254441,verified
JKU Campus Trinkbrunnen,drinking_fountain,,48.338028,14.319583,verified,jku:1,verified
