FID,SHAPE,NAME,TYP_NUM,SE_SDO_ROWID,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.2254698,POINT (16.32991676262219 48.21191054696919),Trinkhydrant,10,2254698,
TRINKBRUNNENOGD.2254699,POINT (16.432488293462615 48.24457307943221),Trinkhydrant,10,2254699,
TRINKBRUNNENOGD.2254700,POINT (16.432911486446727 48.202504528916975),Auslaufbrunnen,7,2254700,
TRINKBRUNNENOGD.2254701,POINT (16.373750353305102 48.189924562968976),Trinkhydrant,10,2254701,
TRINKBRUNNENOGD.2254702,POINT (16.45169185228936 48.28262242457724),Auslaufbrunnen,7,2254702,
TRINKBRUNNENOGD.2254703,POINT (16.485733142479347 48.20238106739251),Auslaufbrunnen,7,2254703,
TRINKBRUNNENOGD.2254704,POINT (16.380933200848634 48.30114626194257),Auslaufbrunnen,7,2254704,
TRINKBRUNNENOGD.2254705,POINT (16.38523341414596 48.29783397485897),Auslaufbrunnen,7,2254705,
TRINKBRUNNENOGD.2254706,POINT (16.387358186668454 48.30090265500682),Auslaufbrunnen,7,2254706,
TRINKBRUNNENOGD.2254707,POINT (16.40538091115044 48.30407622294487),Auslaufbrunnen,7,2254707,
TRINKBRUNNENOGD.2254708,POINT (16.276455992011243 48.24005750096564),Auslaufbrunnen,7,2254708,
TRINKBRUNNENOGD.2254709,POINT (16.269093164900347 48.16130859946055),Auslaufbrunnen,7,2254709,
TRINKBRUNNENOGD.2254710,POINT (16.287635377870412 48.1649411534825),Auslaufbrunnen,7,2254710,
TRINKBRUNNENOGD.2254711,POINT (16.3155299635529 48.17657760386721),Auslaufbrunnen,7,2254711,
TRINKBRUNNENOGD.2254712,POINT (16.265546350033677 48.17460629340437),Auslaufbrunnen,7,2254712,
TRINKBRUNNENOGD.2254713,POINT (16.340667833027297 48.18191540328335),Auslaufbrunnen,7,2254713,
TRINKBRUNNENOGD.2254714,POINT (16.298628208980663 48.20475417881144),Auslaufbrunnen,7,2254714,
TRINKBRUNNENOGD.2254715,POINT (16.28084177477265 48.20693118523548),Auslaufbrunnen,7,2254715,
TRINKBRUNNENOGD.2254716,POINT (16.265095514562383 48.207306275133504),Auslaufbrunnen,7,2254716,
TRINKBRUNNENOGD.2254717,POINT (16.474262585404894 48.20559624291046),Auslaufbrunnen,7,2254717,
TRINKBRUNNENOGD.2254718,POINT (16.39741560535729 48.13694802568798),Auslaufbrunnen,7,2254718,
TRINKBRUNNENOGD.2254719,POINT (16.268882285340137 48.245239335810375),Auslaufbrunnen,7,2254719,
TRINKBRUNNENOGD.2254720,POINT (16.358421991262915 48.209272037145254),Auslaufbrunnen,7,2254720,
TRINKBRUNNENOGD.2254721,POINT (16.338932423115274 48.21168004353245),Auslaufbrunnen,7,2254721,
TRINKBRUNNENOGD.2254722,POINT (16.415037661603122 48.243562518872004),Auslaufbrunnen,7,2254722,
TRINKBRUNNENOGD.2254723,POINT (16.342076680082524 48.21196589915397),Auslaufbrunnen,7,2254723,
TRINKBRUNNENOGD.2254724,POINT (16.271647242176062 48.16696541650563),Auslaufbrunnen,7,2254724,
TRINKBRUNNENOGD.2254725,POINT (16.450558286904528 48.213169626776136),Auslaufbrunnen,7,2254725,
TRINKBRUNNENOGD.2254726,POINT (16.44350163735615 48.19876716128841),Auslaufbrunnen,7,2254726,
TRINKBRUNNENOGD.2254727,POINT (16.41265487050078 48.22057124820074),Auslaufbrunnen,7,2254727,
TRINKBRUNNENOGD.2254728,POINT (16.341579829475656 48.1897150654744),Auslaufbrunnen,7,2254728,
TRINKBRUNNENOGD.2254729,POINT (16.256040723512957 48.20363941194412),Auslaufbrunnen,7,2254729,
