FID,SHAPE,NAME,TYP_NUM,SE_SDO_ROWID,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.2255288,POINT (16.339399541837565 48.18953674093556),Trinkbrunnen,4,2255288,
TRINKBRUNNENOGD.2255289,POINT (16.339189545083656 48.189589874331716),Spielbrunnen,3,2255289,
TRINKBRUNNENOGD.2255290,POINT (16.373009493434502 48.199573404162116),Trinkbrunnen mit Tränke,5,2255290,
TRINKBRUNNENOGD.2255291,POINT (16.378320602624246 48.1708087845299),Trinkbrunnen mit Tränke,5,2255291,
TRINKBRUNNENOGD.2255292,POINT (16.38467619426558 48.16708320963543),Trinkbrunnen,4,2255292,
TRINKBRUNNENOGD.2255293,POINT (16.348564919996804 48.19476353598102),Trinkbrunnen mit Tränke,5,2255293,
TRINKBRUNNENOGD.2255294,POINT (16.34878421603229 48.19466664135888),Trinkbrunnen mit Tränke,5,2255294,
TRINKBRUNNENOGD.2255295,POINT (16.398781104555514 48.19115058758433),Trinkbrunnen mit Tränke,5,2255295,
TRINKBRUNNENOGD.2255296,POINT (16.38616053384735 48.187348251662016),Trinkbrunnen mit Tränke,5,2255296,
TRINKBRUNNENOGD.2255297,POINT (16.39616206747186 48.2080194650786),Trinkbrunnen mit Tränke,5,2255297,
TRINKBRUNNENOGD.2255298,POINT (16.396835216871235 48.204934732903176),Trinkbrunnen mit Tränke,5,2255298,
TRINKBRUNNENOGD.2255299,POINT (16.407941357762585 48.1992292073036),Trinkbrunnen mit Tränke,5,2255299,
TRINKBRUNNENOGD.2255300,POINT (16.40016840545187 48.22054098886932),Trinkbrunnen mit Tränke,5,2255300,
TRINKBRUNNENOGD.2255301,POINT (16.3999607214035 48.22053889292755),Spielbrunnen,3,2255301,
TRINKBRUNNENOGD.2255302,POINT (16.400387650845055 48.219661182135034),Hundetrinkbrunnen,2,2255302,
TRINKBRUNNENOGD.2255303,POINT (16.35399084389905 48.22145764550873),Trinkbrunnen mit Tränke,5,2255303,
TRINKBRUNNENOGD.2255304,POINT (16.47906630232098 48.24620755331921),Trinkbrunnen mit Tränke,5,2255304,
TRINKBRUNNENOGD.2255305,POINT (16.365368176284388 48.19166307469787),Trinkbrunnen mit Tränke,5,2255305,
TRINKBRUNNENOGD.2255306,POINT (16.36154970769882 48.18999087324026),Trinkbrunnen mit Tränke,5,2255306,
TRINKBRUNNENOGD.2255307,POINT (16.355271182027586 48.181299232663285),Trinkbrunnen mit Tränke,5,2255307,
TRINKBRUNNENOGD.2255308,POINT (16.362855388354312 48.184646684709556),Trinkbrunnen,4,2255308,
TRINKBRUNNENOGD.2255309,POINT (16.335166577607716 48.18773433980662),Trinkbrunnen mit Tränke,5,2255309,
TRINKBRUNNENOGD.2255310,POINT (16.333622290987257 48.18647427446032),Trinkbrunnen mit Tränke,5,2255310,
TRINKBRUNNENOGD.2255311,POINT (16.342373543717255 48.18788573413222),Trinkbrunnen mit Tränke,5,2255311,
TRINKBRUNNENOGD.2255312,POINT (16.348919668764047 48.18070005265968),Trinkbrunnen mit Tränke,5,2255312,
TRINKBRUNNENOGD.2255313,POINT (16.3546822691267 48.20609784983739),Trinkbrunnen mit Tränke,5,2255313,
TRINKBRUNNENOGD.2255314,POINT (16.355730979799098 48.20370491497297),Trinkbrunnen,4,2255314,
TRINKBRUNNENOGD.2255315,POINT (16.33271745501257 48.18927070103015),Trinkbrunnen mit Tränke,5,2255315,
TRINKBRUNNENOGD.2255316,POINT (16.410472385035373 48.1719663045751),Trinkbrunnen mit Tränke,5,2255316,
TRINKBRUNNENOGD.2255317,POINT (16.462224693022403 48.157162360784),Trinkbrunnen mit Tränke,5,2255317,
TRINKBRUNNENOGD.2255318,POINT (16.412930971443622 48.181999973924725),Trinkbrunnen mit Tränke,5,2255318,
TRINKBRUNNENOGD.2255319,POINT (16.410788812285826 48.18129871450186),Trinkbrunnen mit Tränke,5,2255319,
TRINKBRUNNENOGD.2255320,POINT (16.381866523756052 48.23969835315723),Spielbrunnen,3,2255320,
TRINKBRUNNENOGD.2255321,POINT (16.387036764130617 48.23389407236286),Trinkbrunnen mit Tränke,5,2255321,
TRINKBRUNNENOGD.2255322,POINT (16.443209703539388 48.16118418251831),Trinkbrunnen,4,2255322,
TRINKBRUNNENOGD.2255323,POINT (16.442050101899607 48.16139665595574),Trinkbrunnen,4,2255323,
TRINKBRUNNENOGD.2255324,POINT (16.289444207605754 48.18008765929759),Trinkbrunnen,4,2255324,
TRINKBRUNNENOGD.2255325,POINT (16.289369161317406 48.17992150430724),Spielbrunnen,3,2255325,
TRINKBRUNNENOGD.2255326,POINT (16.412933128334835 48.181473260501605),Trinkbrunnen mit Tränke,5,2255326,
TRINKBRUNNENOGD.2255327,POINT (16.327472256685777 48.21011622254749),Trinkbrunnen mit Tränke,5,2255327,
TRINKBRUNNENOGD.2255328,POINT (16.38264988402603 48.199720703434515),Trinkbrunnen mit Tränke,5,2255328,
TRINKBRUNNENOGD.2255329,POINT (16.38751240146685 48.20605298124393),Trinkbrunnen mit Tränke,5,2255329,
TRINKBRUNNENOGD.2255330,POINT (16.390727251492628 48.20453131089216),Trinkbrunnen,4,2255330,
TRINKBRUNNENOGD.2255331,POINT (16.39324824214477 48.20176674494837),Trinkbrunnen mit Tränke,5,2255331,
TRINKBRUNNENOGD.2255332,POINT (16.399041223649146 48.19423231448621),Trinkbrunnen,4,2255332,
TRINKBRUNNENOGD.2255333,POINT (16.367894673326692 48.19302272894336),Trinkbrunnen mit Tränke,5,2255333,
TRINKBRUNNENOGD.2255334,POINT (16.3689131228113 48.19366914448003),Trinkbrunnen mit Tränke,5,2255334,
TRINKBRUNNENOGD.2255335,POINT (16.248633762690652 48.20284529721442),Trinkbrunnen mit Tränke,5,2255335,
TRINKBRUNNENOGD.2255336,POINT (16.36791352144545 48.18620991567269),Trinkbrunnen mit Tränke,5,2255336,
TRINKBRUNNENOGD.2255337,POINT (16.36770212849292 48.18698749917928),Trinkbrunnen mit Tränke,5,2255337,
TRINKBRUNNENOGD.2255338,POINT (16.363296025788934 48.18969519763371),Trinkbrunnen mit Tränke,5,2255338,
TRINKBRUNNENOGD.2255339,POINT (16.362032736631487 48.25222202668014),Trinkbrunnen,4,2255339,
TRINKBRUNNENOGD.2255340,POINT (16.256147339439803 48.20249597098178),Trinkbrunnen mit Tränke,5,2255340,
TRINKBRUNNENOGD.2255341,POINT (16.36117334529986 48.17459442070115),Trinkbrunnen mit Tränke,5,2255341,
TRINKBRUNNENOGD.2255342,POINT (16.37046041503291 48.19905997574527),Trinkbrunnen mit Tränke,5,2255342,
TRINKBRUNNENOGD.2255343,POINT (16.34457495558566 48.1879422429339),Trinkbrunnen mit Tränke,5,2255343,
TRINKBRUNNENOGD.2255344,POINT (16.360135785791336 48.1865807824938),Trinkbrunnen mit Tränke,5,2255344,
TRINKBRUNNENOGD.2255345,POINT (16.34369742352943 48.19369638867731),Trinkbrunnen,4,2255345,
TRINKBRUNNENOGD.2255346,POINT (16.343930596233005 48.19382391796183),Trinkbrunnen,4,2255346,
TRINKBRUNNENOGD.2255347,POINT (16.342097682412977 48.19347368871592),Trinkbrunnen mit Tränke,5,2255347,
TRINKBRUNNENOGD.2255348,POINT (16.34239661850276 48.19411087283183),Trinkbrunnen mit Tränke,5,2255348,
TRINKBRUNNENOGD.2255349,POINT (16.39129507900582 48.26071627373969),Spielbrunnen,3,2255349,
TRINKBRUNNENOGD.2255350,POINT (16.394153739910976 48.17173406362066),Trinkbrunnen mit Tränke,5,2255350,
TRINKBRUNNENOGD.2255351,POINT (16.417809352373204 48.16744366955528),Trinkbrunnen mit Tränke,5,2255351,
TRINKBRUNNENOGD.2255352,POINT (16.30228011018812 48.19242506299074),Trinkbrunnen mit Tränke,5,2255352,
TRINKBRUNNENOGD.2255353,POINT (16.38638797993527 48.17214380071014),Trinkbrunnen,4,2255353,
TRINKBRUNNENOGD.2255354,POINT (16.384412769091764 48.17593731767583),Trinkbrunnen mit Tränke,5,2255354,
TRINKBRUNNENOGD.2255355,POINT (16.37947344717489 48.17663144318714),Trinkbrunnen mit Tränke,5,2255355,
TRINKBRUNNENOGD.2255356,POINT (16.37535647393168 48.178451186925905),Trinkbrunnen mit Tränke,5,2255356,
TRINKBRUNNENOGD.2255357,POINT (16.417178893640138 48.18047738137195),Trinkbrunnen mit Tränke,5,2255357,
TRINKBRUNNENOGD.2255358,POINT (16.415274258529045 48.18102817792561),Trinkbrunnen,4,2255358,
TRINKBRUNNENOGD.2255359,POINT (16.377680049373513 48.1739856957402),Trinkbrunnen mit Tränke,5,2255359,
TRINKBRUNNENOGD.2255360,POINT (16.37903722615645 48.17374788719204),Trinkbrunnen mit Tränke,5,2255360,
TRINKBRUNNENOGD.2255361,POINT (16.47196697549889 48.15716086403137),Spielbrunnen,3,2255361,
TRINKBRUNNENOGD.2255362,POINT (16.381703234281474 48.16432013488494),Trinkbrunnen,4,2255362,
TRINKBRUNNENOGD.2255363,POINT (16.37959151318483 48.16563205532795),Trinkbrunnen mit Tränke,5,2255363,
TRINKBRUNNENOGD.2255364,POINT (16.360182819505443 48.176830788353065),Trinkbrunnen,4,2255364,
TRINKBRUNNENOGD.2255365,POINT (16.47179887505768 48.15998291913503),Spielbrunnen,3,2255365,
TRINKBRUNNENOGD.2255366,POINT (16.471808586015822 48.16014575741137),Trinkbrunnen mit Tränke,5,2255366,
TRINKBRUNNENOGD.2255367,POINT (16.351694946994616 48.165604545103726),Trinkbrunnen,4,2255367,
TRINKBRUNNENOGD.2255368,POINT (16.351979201284625 48.165844377911434),Trinkbrunnen,4,2255368,
TRINKBRUNNENOGD.2255369,POINT (16.373415292621956 48.17009550991603),Trinkbrunnen,4,2255369,
TRINKBRUNNENOGD.2255370,POINT (16.367600124444266 48.166438212156606),Trinkbrunnen mit Tränke,5,2255370,
TRINKBRUNNENOGD.2255371,POINT (16.368724470364977 48.17810466149246),Trinkbrunnen mit Tränke,5,2255371,
TRINKBRUNNENOGD.2255372,POINT (16.35163869232279 48.15336903253976),Trinkbrunnen mit Tränke,5,2255372,
TRINKBRUNNENOGD.2255373,POINT (16.35224410761133 48.15341038773803),Spielbrunnen,3,2255373,
TRINKBRUNNENOGD.2254787,POINT (16.438731735305133 48.19296836785459),Auslaufbrunnen,7,2254787,
TRINKBRUNNENOGD.2254788,POINT (16.247934662807815 48.21993828198402),Auslaufbrunnen,7,2254788,
TRINKBRUNNENOGD.2254789,POINT (16.461998582685485 48.25998271161918),Auslaufbrunnen,7,2254789,
TRINKBRUNNENOGD.2254790,POINT (16.38744557182124 48.21949432481821),Auslaufbrunnen,7,2254790,
TRINKBRUNNENOGD.2254791,POINT (16.31218843416694 48.212269769730426),Auslaufbrunnen,7,2254791,
TRINKBRUNNENOGD.2254792,POINT (16.494589405417354 48.19425703438296),Auslaufbrunnen,7,2254792,
TRINKBRUNNENOGD.2254793,POINT (16.287704609026402 48.185702439234966),Auslaufbrunnen,7,2254793,
TRINKBRUNNENOGD.2254794,POINT (16.398593003775687 48.213946558300655),Auslaufbrunnen,7,2254794,
TRINKBRUNNENOGD.2254795,POINT (16.288817584774687 48.21566190369618),Auslaufbrunnen,7,2254795,
TRINKBRUNNENOGD.2254796,POINT (16.50443025827445 48.23843090212016),Auslaufbrunnen,7,2254796,
TRINKBRUNNENOGD.2254797,POINT (16.413915934230634 48.22893763245957),Auslaufbrunnen,7,2254797,
TRINKBRUNNENOGD.2254798,POINT (16.456925444226524 48.21585481411947),Auslaufbrunnen,7,2254798,
TRINKBRUNNENOGD.2254799,POINT (16.45839217027047 48.21301770401791),Auslaufbrunnen,7,2254799,
TRINKBRUNNENOGD.2254800,POINT (16.413887929232658 48.21970952056956),Auslaufbrunnen,7,2254800,
TRINKBRUNNENOGD.2254801,POINT (16.36817145603171 48.21454566827907),Auslaufbrunnen,7,2254801,
TRINKBRUNNENOGD.2254802,POINT (16.366988871148916 48.26391130757921),Auslaufbrunnen,7,2254802,
TRINKBRUNNENOGD.2254803,POINT (16.368396746137552 48.260416188776325),Auslaufbrunnen,7,2254803,
TRINKBRUNNENOGD.2254804,POINT (16.430079499882982 48.2080078057035),Auslaufbrunnen,7,2254804,
TRINKBRUNNENOGD.2254805,POINT (16.447658556519144 48.19529280282808),Auslaufbrunnen,7,2254805,
TRINKBRUNNENOGD.2254806,POINT (16.479634952931207 48.16753210747099),Auslaufbrunnen,7,2254806,
TRINKBRUNNENOGD.2254807,POINT (16.277898396774507 48.21537795922399),Auslaufbrunnen,7,2254807,
TRINKBRUNNENOGD.2254808,POINT (16.447450756122784 48.28769350088926),Auslaufbrunnen,7,2254808,
TRINKBRUNNENOGD.2254809,POINT (16.377228820151892 48.17678188227988),Auslaufbrunnen,7,2254809,
TRINKBRUNNENOGD.2254810,POINT (16.4451470086858 48.28692931604096),Auslaufbrunnen,7,2254810,
TRINKBRUNNENOGD.2254811,POINT (16.371075896868554 48.232755859273745),Auslaufbrunnen,7,2254811,
TRINKBRUNNENOGD.2254812,POINT (16.421970044411967 48.28914677370663),Auslaufbrunnen,7,2254812,
TRINKBRUNNENOGD.2254813,POINT (16.281594378622454 48.24206764295251),Auslaufbrunnen,7,2254813,
TRINKBRUNNENOGD.2254814,POINT (16.407017626853957 48.3053567381014),Auslaufbrunnen,7,2254814,
TRINKBRUNNENOGD.2254815,POINT (16.50128270317888 48.22642923525055),Auslaufbrunnen,7,2254815,
TRINKBRUNNENOGD.2254816,POINT (16.3600419806981 48.20133445984348),Trinkhydrant,10,2254816,
TRINKBRUNNENOGD.2254817,POINT (16.344767683186472 48.28715276713961),Auslaufbrunnen,7,2254817,
TRINKBRUNNENOGD.2254818,POINT (16.38865736034367 48.28522271179572),Auslaufbrunnen,7,2254818,
TRINKBRUNNENOGD.2254819,POINT (16.489669683149117 48.226494144674504),Auslaufbrunnen,7,2254819,
TRINKBRUNNENOGD.2254820,POINT (16.400647252571254 48.16614628626682),Auslaufbrunnen,7,2254820,
TRINKBRUNNENOGD.2254821,POINT (16.411324446440073 48.19718144555275),Auslaufbrunnen,7,2254821,
TRINKBRUNNENOGD.2254822,POINT (16.25553981159697 48.207214178444474),Auslaufbrunnen,7,2254822,
TRINKBRUNNENOGD.2254823,POINT (16.33160981217662 48.21241397619448),Auslaufbrunnen,7,2254823,
TRINKBRUNNENOGD.2254824,POINT (16.320992420714155 48.224380864621544),Auslaufbrunnen,7,2254824,
TRINKBRUNNENOGD.2254825,POINT (16.282040738041477 48.21678332875633),Auslaufbrunnen,7,2254825,
TRINKBRUNNENOGD.2254826,POINT (16.295105452841874 48.246432424506004),Auslaufbrunnen,7,2254826,
TRINKBRUNNENOGD.2254827,POINT (16.497447655289136 48.251103344839386),Auslaufbrunnen,7,2254827,
TRINKBRUNNENOGD.2254828,POINT (16.321546679749805 48.2555342670592),Auslaufbrunnen,7,2254828,
TRINKBRUNNENOGD.2254829,POINT (16.458953000661232 48.21639216864306),Auslaufbrunnen,7,2254829,
TRINKBRUNNENOGD.2254830,POINT (16.457821108214546 48.2182978637759),Auslaufbrunnen,7,2254830,
TRINKBRUNNENOGD.2254831,POINT (16.426462955808454 48.22140308228971),Auslaufbrunnen,7,2254831,
TRINKBRUNNENOGD.2254832,POINT (16.44573349971943 48.21795793811611),Auslaufbrunnen,7,2254832,
TRINKBRUNNENOGD.2254833,POINT (16.318209063343566 48.238939888556146),Trinkhydrant,10,2254833,
TRINKBRUNNENOGD.2254834,POINT (16.26724722161468 48.150934482447035),Trinkhydrant,10,2254834,
TRINKBRUNNENOGD.2254835,POINT (16.256465100727187 48.13279704001451),Trinkhydrant,10,2254835,
TRINKBRUNNENOGD.2254836,POINT (16.344548666159763 48.20709152587871),Trinkhydrant,10,2254836,
TRINKBRUNNENOGD.2254837,POINT (16.327230950104898 48.21023475450392),Trinkhydrant,10,2254837,
TRINKBRUNNENOGD.2254838,POINT (16.307870850515386 48.213196238894874),Trinkhydrant,10,2254838,
TRINKBRUNNENOGD.2254839,POINT (16.35832620431409 48.21145444224251),Trinkhydrant,10,2254839,
TRINKBRUNNENOGD.2254840,POINT (16.39389178630438 48.21656332958547),Trinkhydrant,10,2254840,
TRINKBRUNNENOGD.2254841,POINT (16.334521340312303 48.206240506299345),Trinkhydrant,10,2254841,
TRINKBRUNNENOGD.2254842,POINT (16.54255199141724 48.219300097803874),Auslaufbrunnen,7,2254842,
TRINKBRUNNENOGD.2254843,POINT (16.236053783818075 48.13696704557992),Trinkhydrant,10,2254843,
TRINKBRUNNENOGD.2254731,POINT (16.47642219804756 48.2059960747712),Auslaufbrunnen,7,2254731,
TRINKBRUNNENOGD.2254732,POINT (16.3654460329817 48.21190396224585),Auslaufbrunnen,7,2254732,
TRINKBRUNNENOGD.2254733,POINT (16.339136794953472 48.20273276050577),Auslaufbrunnen,7,2254733,
TRINKBRUNNENOGD.2254734,POINT (16.337252778663643 48.20520482456968),Auslaufbrunnen,7,2254734,
TRINKBRUNNENOGD.2254735,POINT (16.253667130952472 48.14507911000751),Auslaufbrunnen,7,2254735,
TRINKBRUNNENOGD.2254736,POINT (16.372443031968547 48.21097493747428),Auslaufbrunnen,7,2254736,
TRINKBRUNNENOGD.2254737,POINT (16.250639769040212 48.21345696866607),Auslaufbrunnen,7,2254737,
TRINKBRUNNENOGD.2254738,POINT (16.26210145994018 48.21007663629034),Auslaufbrunnen,7,2254738,
TRINKBRUNNENOGD.2254739,POINT (16.342440963300525 48.21192659917869),Auslaufbrunnen,7,2254739,
TRINKBRUNNENOGD.2254740,POINT (16.309576117837747 48.25712166424647),Auslaufbrunnen,7,2254740,
TRINKBRUNNENOGD.2254741,POINT (16.465803530945642 48.21076397774423),Auslaufbrunnen,7,2254741,
TRINKBRUNNENOGD.2254742,POINT (16.405992703962635 48.21023680616445),Auslaufbrunnen,7,2254742,
TRINKBRUNNENOGD.2254743,POINT (16.400781246267805 48.212953287631315),Auslaufbrunnen,7,2254743,
TRINKBRUNNENOGD.2254744,POINT (16.45565290319137 48.21062045865998),Auslaufbrunnen,7,2254744,
TRINKBRUNNENOGD.2254745,POINT (16.473839486791537 48.21137686686141),Auslaufbrunnen,7,2254745,
TRINKBRUNNENOGD.2254746,POINT (16.47832564456021 48.20988222604394),Auslaufbrunnen,7,2254746,
TRINKBRUNNENOGD.2254747,POINT (16.42034327388398 48.21505216653403),Auslaufbrunnen,7,2254747,
TRINKBRUNNENOGD.2254748,POINT (16.335556146040986 48.204077079007135),Auslaufbrunnen,7,2254748,
TRINKBRUNNENOGD.2254749,POINT (16.318394671487294 48.19929714129289),Auslaufbrunnen,7,2254749,
TRINKBRUNNENOGD.2254750,POINT (16.37666983522894 48.211706256899944),Auslaufbrunnen,7,2254750,
TRINKBRUNNENOGD.2254751,POINT (16.321011004357654 48.207919372544296),Auslaufbrunnen,7,2254751,
TRINKBRUNNENOGD.2254752,POINT (16.40524828843552 48.23679339166597),Trinkhydrant,10,2254752,
TRINKBRUNNENOGD.2254753,POINT (16.301562756723676 48.185884195338545),Auslaufbrunnen,7,2254753,
TRINKBRUNNENOGD.2254754,POINT (16.40398854809163 48.2272450444841),Auslaufbrunnen,7,2254754,
TRINKBRUNNENOGD.2254755,POINT (16.425696993072073 48.199709856361316),Auslaufbrunnen,7,2254755,
TRINKBRUNNENOGD.2254756,POINT (16.418146682795918 48.203687512919025),Auslaufbrunnen,7,2254756,
TRINKBRUNNENOGD.2254757,POINT (16.37444286483917 48.21592473680962),Auslaufbrunnen,7,2254757,
TRINKBRUNNENOGD.2254758,POINT (16.363224369928606 48.195249098029386),Trinkhydrant,10,2254758,
TRINKBRUNNENOGD.2254759,POINT (16.362486323578118 48.20508220662731),Trinkhydrant,10,2254759,
TRINKBRUNNENOGD.2254760,POINT (16.45191175238549 48.221266047101196),Auslaufbrunnen,7,2254760,
TRINKBRUNNENOGD.2254761,POINT (16.53304041350638 48.21994264371361),Auslaufbrunnen,7,2254761,
TRINKBRUNNENOGD.2254762,POINT (16.49236681812421 48.21742270939735),Auslaufbrunnen,7,2254762,
TRINKBRUNNENOGD.2254763,POINT (16.2914537051729 48.23321618285814),Auslaufbrunnen,7,2254763,
TRINKBRUNNENOGD.2254764,POINT (16.298873666646085 48.23099312171325),Auslaufbrunnen,7,2254764,
TRINKBRUNNENOGD.2254765,POINT (16.440399421951568 48.227105345556055),Auslaufbrunnen,7,2254765,
TRINKBRUNNENOGD.2254766,POINT (16.458353984489552 48.17819257585534),Auslaufbrunnen,7,2254766,
TRINKBRUNNENOGD.2254767,POINT (16.450660327845664 48.19427564135364),Auslaufbrunnen,7,2254767,
TRINKBRUNNENOGD.2254768,POINT (16.37759356459687 48.23978984844576),Auslaufbrunnen,7,2254768,
TRINKBRUNNENOGD.2254769,POINT (16.412662161632955 48.225715383579804),Auslaufbrunnen,7,2254769,
TRINKBRUNNENOGD.2254730,POINT (16.401965205788926 48.190376099446816),Trinkhydrant,10,2254730,
TRINKBRUNNENOGD.2254770,POINT (16.497269002780044 48.159379468925145),Auslaufbrunnen,7,2254770,
TRINKBRUNNENOGD.2254771,POINT (16.37184936373927 48.20711160250497),Auslaufbrunnen,7,2254771,
TRINKBRUNNENOGD.2254772,POINT (16.320978287798408 48.26409152507298),Auslaufbrunnen,7,2254772,
TRINKBRUNNENOGD.2254773,POINT (16.42924791107206 48.21765111746956),Auslaufbrunnen,7,2254773,
TRINKBRUNNENOGD.2254774,POINT (16.366641141655638 48.27816826755661),Auslaufbrunnen,7,2254774,
TRINKBRUNNENOGD.2254775,POINT (16.327484613326217 48.21341123472235),Auslaufbrunnen,7,2254775,
TRINKBRUNNENOGD.2254776,POINT (16.314738030663147 48.262542301805546),Auslaufbrunnen,7,2254776,
TRINKBRUNNENOGD.2254777,POINT (16.38672868053968 48.222681933326925),Auslaufbrunnen,7,2254777,
TRINKBRUNNENOGD.2254778,POINT (16.379791699314115 48.215755009564845),Auslaufbrunnen,7,2254778,
TRINKBRUNNENOGD.2254779,POINT (16.34982177833762 48.2063127724155),Auslaufbrunnen,7,2254779,
TRINKBRUNNENOGD.2254780,POINT (16.337566833476778 48.21500958056816),Auslaufbrunnen,7,2254780,
TRINKBRUNNENOGD.2254781,POINT (16.38533739518975 48.197264609377434),Trinkhydrant,10,2254781,
TRINKBRUNNENOGD.2254782,POINT (16.276855706528295 48.17301187866012),Auslaufbrunnen,7,2254782,
TRINKBRUNNENOGD.2254783,POINT (16.4863589604092 48.25131932941427),Auslaufbrunnen,7,2254783,
TRINKBRUNNENOGD.2254784,POINT (16.33000063079044 48.1788735241172),Auslaufbrunnen,7,2254784,
TRINKBRUNNENOGD.2254785,POINT (16.485277252494093 48.22087328766387),Auslaufbrunnen,7,2254785,
TRINKBRUNNENOGD.2254786,POINT (16.378047322790678 48.21699311418177),Auslaufbrunnen,7,2254786,
TRINKBRUNNENOGD.2254401,POINT (16.512376858441083 48.16203913049195),Trinkbrunnen,4,2254401,
TRINKBRUNNENOGD.2254402,POINT (16.506078668451806 48.164944856400695),Trinkbrunnen,4,2254402,
TRINKBRUNNENOGD.2254403,POINT (16.466234055544074 48.18950259051691),Trinkbrunnen,4,2254403,
TRINKBRUNNENOGD.2254404,POINT (16.464307050885616 48.1918336812527),Trinkbrunnen,4,2254404,
TRINKBRUNNENOGD.2254405,POINT (16.432615427169374 48.21331755369489),Trinkbrunnen,4,2254405,
TRINKBRUNNENOGD.2254406,POINT (16.421230048805764 48.21976007402886),Trinkbrunnen,4,2254406,
TRINKBRUNNENOGD.2254407,POINT (16.409347259030262 48.22822190676292),Trinkbrunnen,4,2254407,
TRINKBRUNNENOGD.2254408,POINT (16.402212854327644 48.23385468860344),Trinkbrunnen,4,2254408,
TRINKBRUNNENOGD.2254409,POINT (16.397255834605748 48.23829046238152),Trinkbrunnen,4,2254409,
TRINKBRUNNENOGD.2254410,POINT (16.394527115975286 48.24004361644963),Trinkbrunnen,4,2254410,
TRINKBRUNNENOGD.2254411,POINT (16.393416887729686 48.241353447286066),Trinkbrunnen,4,2254411,
TRINKBRUNNENOGD.2254412,POINT (16.388322389084582 48.24726358600595),Trinkbrunnen,4,2254412,
TRINKBRUNNENOGD.2254413,POINT (16.389592376089205 48.24726219316088),Trinkbrunnen,4,2254413,
TRINKBRUNNENOGD.2254414,POINT (16.391048718719233 48.24324048420103),Trinkbrunnen,4,2254414,
TRINKBRUNNENOGD.2254415,POINT (16.393122358521925 48.24322194652013),Trinkbrunnen,4,2254415,
TRINKBRUNNENOGD.2254416,POINT (16.39124431731554 48.24527113149487),Trinkbrunnen,4,2254416,
TRINKBRUNNENOGD.2254417,POINT (16.386573868793946 48.24986788525748),Trinkbrunnen,4,2254417,
TRINKBRUNNENOGD.2254418,POINT (16.382962126542807 48.25195355011647),Trinkbrunnen,4,2254418,
TRINKBRUNNENOGD.2254419,POINT (16.347131968574498 48.29774548899828),Trinkbrunnen,4,2254419,
TRINKBRUNNENOGD.2254420,POINT (16.418675920956964 48.22540902692244),Trinkbrunnen,4,2254420,
TRINKBRUNNENOGD.2254421,POINT (16.456408778709424 48.200128120562034),Trinkbrunnen,4,2254421,
TRINKBRUNNENOGD.2254422,POINT (16.508423862588693 48.16670361037377),Trinkbrunnen,4,2254422,
TRINKBRUNNENOGD.2254423,POINT (16.45281502342654 48.20256125059522),Trinkbrunnen,4,2254423,
TRINKBRUNNENOGD.2254424,POINT (16.448398933988905 48.20550994254736),Trinkbrunnen,4,2254424,
TRINKBRUNNENOGD.2254425,POINT (16.504873411639718 48.16885179214809),Trinkbrunnen,4,2254425,
TRINKBRUNNENOGD.2254426,POINT (16.499119398793926 48.17238491907227),Trinkbrunnen,4,2254426,
TRINKBRUNNENOGD.2254427,POINT (16.493749134891225 48.175762594314456),Trinkbrunnen,4,2254427,
TRINKBRUNNENOGD.2254428,POINT (16.49081422810915 48.17749391165441),Trinkbrunnen,4,2254428,
TRINKBRUNNENOGD.2254429,POINT (16.48229809670362 48.18300858739743),Trinkbrunnen,4,2254429,
TRINKBRUNNENOGD.2254430,POINT (16.473840306920277 48.18852087671514),Trinkbrunnen,4,2254430,
TRINKBRUNNENOGD.2254431,POINT (16.47011998235016 48.19096890934179),Trinkbrunnen,4,2254431,
TRINKBRUNNENOGD.2254432,POINT (16.4630760725467 48.19559967871519),Trinkbrunnen,4,2254432,
TRINKBRUNNENOGD.2254433,POINT (16.43880332728397 48.21183401829849),Trinkbrunnen,4,2254433,
TRINKBRUNNENOGD.2254434,POINT (16.422189095386777 48.22313486247102),Trinkbrunnen,4,2254434,
TRINKBRUNNENOGD.2254435,POINT (16.40776023452863 48.234150575949236),Trinkbrunnen,4,2254435,
TRINKBRUNNENOGD.2254436,POINT (16.40245932363499 48.23903770884568),Trinkbrunnen,4,2254436,
TRINKBRUNNENOGD.2254437,POINT (16.40447775820673 48.2367992643585),Trinkbrunnen,4,2254437,
TRINKBRUNNENOGD.2254438,POINT (16.39868496423177 48.241611184588244),Trinkbrunnen,4,2254438,
TRINKBRUNNENOGD.2254439,POINT (16.395726584499048 48.24548324773261),Trinkbrunnen,4,2254439,
TRINKBRUNNENOGD.2254440,POINT (16.39379603754487 48.24701644903777),Trinkbrunnen,4,2254440,
TRINKBRUNNENOGD.2254441,POINT (16.375457415456705 48.26777957294556),Trinkbrunnen,4,2254441,
TRINKBRUNNENOGD.2254442,POINT (16.32376202104932 48.19137126778296),Auslaufbrunnen,7,2254442,
TRINKBRUNNENOGD.2254443,POINT (16.306025301462117 48.19567939408379),Trinkhydrant,10,2254443,
TRINKBRUNNENOGD.2254444,POINT (16.36416229964613 48.2066496429665),Trinkhydrant,10,2254444,
TRINKBRUNNENOGD.2254445,POINT (16.32237048005674 48.22104168919007),Trinkhydrant,10,2254445,
TRINKBRUNNENOGD.2254446,POINT (16.399556355155752 48.197608983939375),Trinkhydrant,10,2254446,
